sha256,dup_type,path,class_name,source
e7d2a9aa79ded52d01fa19f2fabf21709c0ab81488c9a202d169e347115ba207,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_1.png,da,Tulu-Dtatset-V2
e7d2a9aa79ded52d01fa19f2fabf21709c0ab81488c9a202d169e347115ba207,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_1.png,da,tulu-dataset
b63d158facb7ea45feff299ca6991547be8c6ddf7cac2445e6fa04c230f15066,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_10.png,da,Tulu-Dtatset-V2
b63d158facb7ea45feff299ca6991547be8c6ddf7cac2445e6fa04c230f15066,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_11.png,da,Tulu-Dtatset-V2
b63d158facb7ea45feff299ca6991547be8c6ddf7cac2445e6fa04c230f15066,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_10.png,da,tulu-dataset
b63d158facb7ea45feff299ca6991547be8c6ddf7cac2445e6fa04c230f15066,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_11.png,da,tulu-dataset
266e5841eb75e61b7ec2ecc9afd9e529c8576223248f7ce132770cec653abdb1,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_100.png,da,Tulu-Dtatset-V2
266e5841eb75e61b7ec2ecc9afd9e529c8576223248f7ce132770cec653abdb1,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_100.png,da,tulu-dataset
759d01a698b5fbba1dc6bfb4fff56950da72862bf2d7a67cd4eb926e3e9679c0,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_12.png,da,Tulu-Dtatset-V2
759d01a698b5fbba1dc6bfb4fff56950da72862bf2d7a67cd4eb926e3e9679c0,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_12.png,da,tulu-dataset
d9709924f6159a65b133ec6c7d7000152e8575c9373accd5ff1bf914fb501a37,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_13.png,da,Tulu-Dtatset-V2
d9709924f6159a65b133ec6c7d7000152e8575c9373accd5ff1bf914fb501a37,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_13.png,da,tulu-dataset
cf2ecfc8469481953079d22549d1fb573b7625b8dcb761ccebeaa18340e48c50,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_14.png,da,Tulu-Dtatset-V2
cf2ecfc8469481953079d22549d1fb573b7625b8dcb761ccebeaa18340e48c50,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_14.png,da,tulu-dataset
2501e251eb00ae016ef9f150e884524e3799690536534b3ae94bbe039b6a050c,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_15.png,da,Tulu-Dtatset-V2
2501e251eb00ae016ef9f150e884524e3799690536534b3ae94bbe039b6a050c,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_15.png,da,tulu-dataset
f3731086af60e1731abae12a4b130fc803fcbc5381610cd059a6f6f40be4e57a,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_16.png,da,Tulu-Dtatset-V2
f3731086af60e1731abae12a4b130fc803fcbc5381610cd059a6f6f40be4e57a,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_16.png,da,tulu-dataset
cc3657e8e9f5a2dec777294412444b92385a3fe9277ebf90c5778bd9ba40df1d,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_17.png,da,Tulu-Dtatset-V2
cc3657e8e9f5a2dec777294412444b92385a3fe9277ebf90c5778bd9ba40df1d,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_17.png,da,tulu-dataset
342ad244c90d8e6b5ea4acdc7f7312c6cb20e452f11411325b4603d932e00634,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_18.png,da,Tulu-Dtatset-V2
342ad244c90d8e6b5ea4acdc7f7312c6cb20e452f11411325b4603d932e00634,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_18.png,da,tulu-dataset
fb25502956b20532e007b8311c9a6eec15fb46b78e19fd22f8c13ced5b151956,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_19.png,da,Tulu-Dtatset-V2
fb25502956b20532e007b8311c9a6eec15fb46b78e19fd22f8c13ced5b151956,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_19.png,da,tulu-dataset
389797f4659e3335f3c7c1b6f99e18c77bcc4a80303be4af373ad4825f51eafa,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_2.png,da,Tulu-Dtatset-V2
389797f4659e3335f3c7c1b6f99e18c77bcc4a80303be4af373ad4825f51eafa,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_2.png,da,tulu-dataset
693066caf707cb468b64922c994a5dc5b2d57261de8addd8fb255d723e05a916,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_20.png,da,Tulu-Dtatset-V2
693066caf707cb468b64922c994a5dc5b2d57261de8addd8fb255d723e05a916,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_20.png,da,tulu-dataset
afd27abd3936c2ab6b5b3b66cf17d219491cc717faa8fcb3f17a3104c6b63c7f,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_21.png,da,Tulu-Dtatset-V2
afd27abd3936c2ab6b5b3b66cf17d219491cc717faa8fcb3f17a3104c6b63c7f,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_21.png,da,tulu-dataset
8e345d20ad46f1181cabd66e48a1a6a8e5c4359f3b9ecb3d670cad250a58bc41,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_22.png,da,Tulu-Dtatset-V2
8e345d20ad46f1181cabd66e48a1a6a8e5c4359f3b9ecb3d670cad250a58bc41,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_22.png,da,tulu-dataset
625235496910dcbfcafa5a38bc22426e41e60ac31710212267c0fd890eb759ea,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_23.png,da,Tulu-Dtatset-V2
625235496910dcbfcafa5a38bc22426e41e60ac31710212267c0fd890eb759ea,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_23.png,da,tulu-dataset
c8c7fca36d83ced13c69e091155e26de274320899b2c11a4798c804ac85b17dc,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_24.png,da,Tulu-Dtatset-V2
c8c7fca36d83ced13c69e091155e26de274320899b2c11a4798c804ac85b17dc,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_24.png,da,tulu-dataset
a6885801a811c77b487f35522d007ec3a9b85ec4dfca649067d1b9457e0d8058,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_25.png,da,Tulu-Dtatset-V2
a6885801a811c77b487f35522d007ec3a9b85ec4dfca649067d1b9457e0d8058,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_25.png,da,tulu-dataset
e4ec29b90115fb48fe0c511ee3ac6bca613249ff6a1b92f2ab91d1580a5b79b8,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_26.png,da,Tulu-Dtatset-V2
e4ec29b90115fb48fe0c511ee3ac6bca613249ff6a1b92f2ab91d1580a5b79b8,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_26.png,da,tulu-dataset
1ccbb4b8e5bd10fd1e8b81b9ea5defca06e2ff08c76bad9d2be5e8b731b5bfeb,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_27.png,da,Tulu-Dtatset-V2
1ccbb4b8e5bd10fd1e8b81b9ea5defca06e2ff08c76bad9d2be5e8b731b5bfeb,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_27.png,da,tulu-dataset
8919f6ee6858847028de631294ac98126f6e6fc8f8f1726335e1ad86daa31c6d,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_28.png,da,Tulu-Dtatset-V2
8919f6ee6858847028de631294ac98126f6e6fc8f8f1726335e1ad86daa31c6d,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_28.png,da,tulu-dataset
4a7ca17d6e35f41990b7db1cae72b9c747984e966448ec3b1ea51ac0f0a39cc4,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_29.png,da,Tulu-Dtatset-V2
4a7ca17d6e35f41990b7db1cae72b9c747984e966448ec3b1ea51ac0f0a39cc4,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_29.png,da,tulu-dataset
f83e6b8e556090513c864b6b0b49e087f2e11dcf3961f6a76ba5470afd4a37ad,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_3.png,da,Tulu-Dtatset-V2
f83e6b8e556090513c864b6b0b49e087f2e11dcf3961f6a76ba5470afd4a37ad,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_3.png,da,tulu-dataset
10a90206a5d3a4efdb09826f8fc464fff786f2e218f13394b3a8bf66ac207e4a,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_30.png,da,Tulu-Dtatset-V2
10a90206a5d3a4efdb09826f8fc464fff786f2e218f13394b3a8bf66ac207e4a,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_30.png,da,tulu-dataset
acd5ca6c07947d3c81f24d0e50a4c551218ac28b1ea2088c0830df4d8ed32ed6,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_31.png,da,Tulu-Dtatset-V2
acd5ca6c07947d3c81f24d0e50a4c551218ac28b1ea2088c0830df4d8ed32ed6,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_31.png,da,tulu-dataset
733ccce4c47c6f816557f6e5b3465542e0a0537fc7efe701d306fd5212959188,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_32.png,da,Tulu-Dtatset-V2
733ccce4c47c6f816557f6e5b3465542e0a0537fc7efe701d306fd5212959188,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_32.png,da,tulu-dataset
771ea60bef4460a6ff39dc3daa947c8f4fc7e4bf2ef2c33887e970e5774d6a24,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_33.png,da,Tulu-Dtatset-V2
771ea60bef4460a6ff39dc3daa947c8f4fc7e4bf2ef2c33887e970e5774d6a24,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_33.png,da,tulu-dataset
2051d7bb95fa055ed05d2ded9667d574959bef75406c0acef50849666f4c3bb5,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_34.png,da,Tulu-Dtatset-V2
2051d7bb95fa055ed05d2ded9667d574959bef75406c0acef50849666f4c3bb5,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_34.png,da,tulu-dataset
06dfd1a1e00691fa1c1cb475ce6b84e264169c8f6016a7231a5c5c82dadaa590,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_35.png,da,Tulu-Dtatset-V2
06dfd1a1e00691fa1c1cb475ce6b84e264169c8f6016a7231a5c5c82dadaa590,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_35.png,da,tulu-dataset
14982551d4cdc1c6237917d45886e8a51e21ecb81e17b3a061e7f798517db190,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_36.png,da,Tulu-Dtatset-V2
14982551d4cdc1c6237917d45886e8a51e21ecb81e17b3a061e7f798517db190,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_36.png,da,tulu-dataset
5f23dee51fde5b89d3a30b48f239be7a3a38ef503822f974158dc6d9d62930a0,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_37.png,da,Tulu-Dtatset-V2
5f23dee51fde5b89d3a30b48f239be7a3a38ef503822f974158dc6d9d62930a0,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_37.png,da,tulu-dataset
3a7a3a8d70c3c38dbf5d3c51add130d513f03b925da0d669bfd45a50226ffea0,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_38.png,da,Tulu-Dtatset-V2
3a7a3a8d70c3c38dbf5d3c51add130d513f03b925da0d669bfd45a50226ffea0,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_38.png,da,tulu-dataset
9b86f3844805ddeee48f990a396af9c95ab89e6df8e1f84fc538b9782c66da67,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_39.png,da,Tulu-Dtatset-V2
9b86f3844805ddeee48f990a396af9c95ab89e6df8e1f84fc538b9782c66da67,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_39.png,da,tulu-dataset
337a0dc8b8e9962e92fa89e66ad82828d6ceb9895b2a5a93305939cf259801b1,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_4.png,da,Tulu-Dtatset-V2
337a0dc8b8e9962e92fa89e66ad82828d6ceb9895b2a5a93305939cf259801b1,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_4.png,da,tulu-dataset
7b7f6c6853525e91df307d0c0f648a1447622cf0e733b557bdd81a5e84719565,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_40.png,da,Tulu-Dtatset-V2
7b7f6c6853525e91df307d0c0f648a1447622cf0e733b557bdd81a5e84719565,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_40.png,da,tulu-dataset
9a7504a79e41a77e4c463b4ad87ba56f83ff3a80a5f5ce5c6bfabf364b714184,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_41.png,da,Tulu-Dtatset-V2
9a7504a79e41a77e4c463b4ad87ba56f83ff3a80a5f5ce5c6bfabf364b714184,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_41.png,da,tulu-dataset
35fb4ca0794d9a1fd1b291d7b2f5d0f2a2c333a6bd17ee1f170f249ff821b2f2,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_42.png,da,Tulu-Dtatset-V2
35fb4ca0794d9a1fd1b291d7b2f5d0f2a2c333a6bd17ee1f170f249ff821b2f2,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_42.png,da,tulu-dataset
5c3d6d4385059586f75d6a7fbfce29796ada467a5922891b5b660cc323f666be,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_43.png,da,Tulu-Dtatset-V2
5c3d6d4385059586f75d6a7fbfce29796ada467a5922891b5b660cc323f666be,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_43.png,da,tulu-dataset
b93e6b9c4e1679b486bfeb7d7ddbb2056a90c684402248125a4bee9509f1c999,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_44.png,da,Tulu-Dtatset-V2
b93e6b9c4e1679b486bfeb7d7ddbb2056a90c684402248125a4bee9509f1c999,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_44.png,da,tulu-dataset
cd4816c266af6e36214087687f2f2d9093f4f133a254a6957f44c9cd1da97e34,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_45.png,da,Tulu-Dtatset-V2
cd4816c266af6e36214087687f2f2d9093f4f133a254a6957f44c9cd1da97e34,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_45.png,da,tulu-dataset
136ea3b56e45abaa199258f9e6b027fcb343183a5aaf6f8841448d0e97f0db28,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_46.png,da,Tulu-Dtatset-V2
136ea3b56e45abaa199258f9e6b027fcb343183a5aaf6f8841448d0e97f0db28,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_46.png,da,tulu-dataset
397de95e7c9e5bcf3ecd1eba70a5067434b8c031bd01ada7b948f9f588b1f050,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_47.png,da,Tulu-Dtatset-V2
397de95e7c9e5bcf3ecd1eba70a5067434b8c031bd01ada7b948f9f588b1f050,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_47.png,da,tulu-dataset
1b83b0040d9502d289cdcf9830777c18ad998ea0186d80ec4556c46cc89ae09f,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_48.png,da,Tulu-Dtatset-V2
1b83b0040d9502d289cdcf9830777c18ad998ea0186d80ec4556c46cc89ae09f,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_48.png,da,tulu-dataset
91b8e778a5533d4e9dfaa933b66c7533e6c628a00c3a33320a44ab47409457d2,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_49.png,da,Tulu-Dtatset-V2
91b8e778a5533d4e9dfaa933b66c7533e6c628a00c3a33320a44ab47409457d2,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_49.png,da,tulu-dataset
8d31035319f99e19cddd92d293f01b1c98e6e0ee016507ff7a79c41dbc7ec653,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_5.png,da,Tulu-Dtatset-V2
8d31035319f99e19cddd92d293f01b1c98e6e0ee016507ff7a79c41dbc7ec653,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_5.png,da,tulu-dataset
f303ec575cedcdbbd76adddbc281fee1447401010815561f5e793190bfb3c902,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_50.png,da,Tulu-Dtatset-V2
f303ec575cedcdbbd76adddbc281fee1447401010815561f5e793190bfb3c902,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_50.png,da,tulu-dataset
d719b2098a48ee7f2e5ac11eed10c9f2f2b1c234cd91d0e28970736568f48140,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_51.png,da,Tulu-Dtatset-V2
d719b2098a48ee7f2e5ac11eed10c9f2f2b1c234cd91d0e28970736568f48140,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_51.png,da,tulu-dataset
0e49ff38da62d93d833d2045da5b93a7add4911a0995ce82394189f423b0b885,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_52.png,da,Tulu-Dtatset-V2
0e49ff38da62d93d833d2045da5b93a7add4911a0995ce82394189f423b0b885,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_52.png,da,tulu-dataset
3d6bbc50b2a4da9882d24e09d847ea88fa75abc9533245e87f3a6ed5df4619a0,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_53.png,da,Tulu-Dtatset-V2
3d6bbc50b2a4da9882d24e09d847ea88fa75abc9533245e87f3a6ed5df4619a0,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_53.png,da,tulu-dataset
fd3b74d79d61504d112b09a80281f08d490fb3cfac9af79b8e8b4c595a39e184,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_54.png,da,Tulu-Dtatset-V2
fd3b74d79d61504d112b09a80281f08d490fb3cfac9af79b8e8b4c595a39e184,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_54.png,da,tulu-dataset
956d6329c044f7930a9f609ee5236e54c6302fd084e826e3ee5e06d7258f837e,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_55.png,da,Tulu-Dtatset-V2
956d6329c044f7930a9f609ee5236e54c6302fd084e826e3ee5e06d7258f837e,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_55.png,da,tulu-dataset
07b7ad1923c7aef4a6470b7ce2fb8d8513e3e8ac7e570d8b2e114ad6f06268b1,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_56.png,da,Tulu-Dtatset-V2
07b7ad1923c7aef4a6470b7ce2fb8d8513e3e8ac7e570d8b2e114ad6f06268b1,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_56.png,da,tulu-dataset
023042e49f67464009328bbf88ffb2d52919d288cbde1d9e4c21da79acffa0e8,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_57.png,da,Tulu-Dtatset-V2
023042e49f67464009328bbf88ffb2d52919d288cbde1d9e4c21da79acffa0e8,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_57.png,da,tulu-dataset
641b9c855fcc9fd5bb663763fb3105268499f6e4fdc189b2121c6b97ac850f2a,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_58.png,da,Tulu-Dtatset-V2
641b9c855fcc9fd5bb663763fb3105268499f6e4fdc189b2121c6b97ac850f2a,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_58.png,da,tulu-dataset
84b6071acf86afb52210192710b1f850ca1eb1677162ec955882964bc2f8f084,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_59.png,da,Tulu-Dtatset-V2
84b6071acf86afb52210192710b1f850ca1eb1677162ec955882964bc2f8f084,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_59.png,da,tulu-dataset
ebfe9f50afae747ef34ed4f08ada2a61668304abc900dd64f14fd0c8342ca7fb,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_6.png,da,Tulu-Dtatset-V2
ebfe9f50afae747ef34ed4f08ada2a61668304abc900dd64f14fd0c8342ca7fb,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_6.png,da,tulu-dataset
7b841df60746dfe0f83a18d38b1cf14b41f0025848498f803ab36f2f2b439d63,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_60.png,da,Tulu-Dtatset-V2
7b841df60746dfe0f83a18d38b1cf14b41f0025848498f803ab36f2f2b439d63,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_60.png,da,tulu-dataset
22d5e2733341fda2568c3594c7da65aebe1de23005315596753688fa3dc65aa9,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_61.png,da,Tulu-Dtatset-V2
22d5e2733341fda2568c3594c7da65aebe1de23005315596753688fa3dc65aa9,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_61.png,da,tulu-dataset
1ab825a131f522ca73a0907d7a47d51a2a688ddfd1010f4255b9bd42a81c14bb,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_62.png,da,Tulu-Dtatset-V2
1ab825a131f522ca73a0907d7a47d51a2a688ddfd1010f4255b9bd42a81c14bb,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_62.png,da,tulu-dataset
1b061f73234e3e3e5980f0f06d18d67b9d4a5c9a53275cc8e943b0c3b22b4f0f,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_63.png,da,Tulu-Dtatset-V2
1b061f73234e3e3e5980f0f06d18d67b9d4a5c9a53275cc8e943b0c3b22b4f0f,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_63.png,da,tulu-dataset
88240363d58f868c50605d14017f2b3d462b64b3fbd96cd8c179ebf6e27c4f2a,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_64.png,da,Tulu-Dtatset-V2
88240363d58f868c50605d14017f2b3d462b64b3fbd96cd8c179ebf6e27c4f2a,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_64.png,da,tulu-dataset
1ce966aa57cce3040b9ef43b49a92fb36af59991ca214674693941b64c5ced8f,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_65.png,da,Tulu-Dtatset-V2
1ce966aa57cce3040b9ef43b49a92fb36af59991ca214674693941b64c5ced8f,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_65.png,da,tulu-dataset
2336f1c32fb7343fb61e117ade6ab0212ca476b7e1a8080cdc41189914a0220d,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_66.png,da,Tulu-Dtatset-V2
2336f1c32fb7343fb61e117ade6ab0212ca476b7e1a8080cdc41189914a0220d,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_66.png,da,tulu-dataset
92569b0d4cbda1ffa32fbc016e26227484bf90854a48451f4b33bb2f1ba8f2cb,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/da/da_67.png,da,Tulu-Dtatset-V2
92569b0d4cbda1ffa32fbc016e26227484bf90854a48451f4b33bb2f1ba8f2cb,cross-dataset,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/da/da_67.png,da,tulu-dataset
