class,v2_path,orig_path,phash_distance,v2_sha256,orig_sha256
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_73.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_77.png,8,d824123f8b4a9898b1656f1359189ef65d2603d4069a18dfcf1652fed6ac2cd8,6d11bdffe9b883a1a53c26d501c2b417aa6ec09612dfc428e58eef2e63587fc7
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_73.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_9.png,10,d824123f8b4a9898b1656f1359189ef65d2603d4069a18dfcf1652fed6ac2cd8,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_74.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_21.png,10,5632fc222eff63e9e7129a85d78e5aa218048c8719dadff7f84e59920d992dbe,30de1dbd31891c4c861a1dcf7c073e90c549f8eb28bb9ead065e76cf0f6a9e7c
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_74.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_25.png,6,5632fc222eff63e9e7129a85d78e5aa218048c8719dadff7f84e59920d992dbe,f17444f911f14945ebb42a2b21dd9d01859252329c313db90d595ec1a51918ad
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_75.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_21.png,8,6bf33b49f3eeeb303d124b081326117a1dd3c09b8849785dcbe3c1bce98e2617,30de1dbd31891c4c861a1dcf7c073e90c549f8eb28bb9ead065e76cf0f6a9e7c
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_75.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_25.png,10,6bf33b49f3eeeb303d124b081326117a1dd3c09b8849785dcbe3c1bce98e2617,f17444f911f14945ebb42a2b21dd9d01859252329c313db90d595ec1a51918ad
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_76.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_72.png,8,84b04d8031b584261d48f8016c46334bf23a987ddb58279898584e302bd5b0fa,4955cb03336a2241958bbce810c031ccfca2a492cc7c829022d5c6abfd2877a9
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_77.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_63.png,8,6d11bdffe9b883a1a53c26d501c2b417aa6ec09612dfc428e58eef2e63587fc7,6551efbd35701115261b07f5abcc87a6870f53f967ee17e72093812be45f5376
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_77.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_73.png,8,6d11bdffe9b883a1a53c26d501c2b417aa6ec09612dfc428e58eef2e63587fc7,d824123f8b4a9898b1656f1359189ef65d2603d4069a18dfcf1652fed6ac2cd8
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_77.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_9.png,10,6d11bdffe9b883a1a53c26d501c2b417aa6ec09612dfc428e58eef2e63587fc7,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_8.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_46.png,6,3286b93c998d15972d9e2bc7faa2b0a3b1735c0dac7ca46c95b475082b0ffc1e,83cf2173548e05adfa74c42bdd09ee8b78d9aa35c18c7c7301c788577453c385
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_81.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_31.png,10,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea,3e77f7cb1336ca9dc09447132fb20047ea065213b5c4ad4a76ddcaa7fa9cdbe2
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_81.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_35.png,8,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea,52b9332fab5f99f1eabae7fc98f229282a403d250a624bc68f1af88752d5f782
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_81.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_66.png,6,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea,99758f5a66365c1a9744dd30af48b2ee24cfcb35f4d3b01b02e207f94a770802
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_81.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_85.png,6,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea,46e8483c97cab0d336bba08400596ccd8deaa8bb26aad72e97600d5322caf4b9
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_81.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_87.png,8,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea,2dc8ec44ece5e477536cf86cd90d8460ccd145a7526716b4d8eb25d976d25c26
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_81.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_9.png,10,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_81.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_91.png,10,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea,c4ef9949adb8fc3f70fead7a1ea1205a0f858522fca1fb6476f47631025e1fae
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_83.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_84.png,6,8eae00b0688d60cbe85172af4169f77a9b10316946e70b4685ac5517caa8a6b7,ce0cd6985260dcbaa23cfd85513b15fd47817f9ad22758fe0443736a0e604c7e
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_83.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_92.png,10,8eae00b0688d60cbe85172af4169f77a9b10316946e70b4685ac5517caa8a6b7,6654376f96a6dfc4cb1c557812e0350400ed0bf27e2e8f9a5e1fdfc78bc709df
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_84.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_83.png,6,ce0cd6985260dcbaa23cfd85513b15fd47817f9ad22758fe0443736a0e604c7e,8eae00b0688d60cbe85172af4169f77a9b10316946e70b4685ac5517caa8a6b7
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_84.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_92.png,8,ce0cd6985260dcbaa23cfd85513b15fd47817f9ad22758fe0443736a0e604c7e,6654376f96a6dfc4cb1c557812e0350400ed0bf27e2e8f9a5e1fdfc78bc709df
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_85.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_35.png,6,46e8483c97cab0d336bba08400596ccd8deaa8bb26aad72e97600d5322caf4b9,52b9332fab5f99f1eabae7fc98f229282a403d250a624bc68f1af88752d5f782
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_85.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_66.png,8,46e8483c97cab0d336bba08400596ccd8deaa8bb26aad72e97600d5322caf4b9,99758f5a66365c1a9744dd30af48b2ee24cfcb35f4d3b01b02e207f94a770802
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_85.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_81.png,6,46e8483c97cab0d336bba08400596ccd8deaa8bb26aad72e97600d5322caf4b9,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_86.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_89.png,8,32aa0de25e5dba17e710674952b08c52ac7fdde8dee226faa4879f540ee997c4,80d22df1b7f7ae6b8612865e8bcaf6af4645245f7cb2d7957234871da963b9b4
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_87.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_31.png,10,2dc8ec44ece5e477536cf86cd90d8460ccd145a7526716b4d8eb25d976d25c26,3e77f7cb1336ca9dc09447132fb20047ea065213b5c4ad4a76ddcaa7fa9cdbe2
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_87.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_66.png,6,2dc8ec44ece5e477536cf86cd90d8460ccd145a7526716b4d8eb25d976d25c26,99758f5a66365c1a9744dd30af48b2ee24cfcb35f4d3b01b02e207f94a770802
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_87.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_81.png,8,2dc8ec44ece5e477536cf86cd90d8460ccd145a7526716b4d8eb25d976d25c26,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_87.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_9.png,10,2dc8ec44ece5e477536cf86cd90d8460ccd145a7526716b4d8eb25d976d25c26,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_88.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_90.png,10,1a6bc65891ce4451525f87e3b3ad454c2cd414174a329967975ccec202b63bc4,56d2b209fdd72b07ab5bd9e6071208ab60d0015f761a8196cbc6807ef97f0a28
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_89.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_86.png,8,80d22df1b7f7ae6b8612865e8bcaf6af4645245f7cb2d7957234871da963b9b4,32aa0de25e5dba17e710674952b08c52ac7fdde8dee226faa4879f540ee997c4
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_9.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_11.png,10,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149,550d638158862ffd5f36b924adf0761ec73a3343dfd07ad4836fceb56dc08abf
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_9.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_63.png,8,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149,6551efbd35701115261b07f5abcc87a6870f53f967ee17e72093812be45f5376
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_9.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_66.png,6,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149,99758f5a66365c1a9744dd30af48b2ee24cfcb35f4d3b01b02e207f94a770802
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_9.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_73.png,10,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149,d824123f8b4a9898b1656f1359189ef65d2603d4069a18dfcf1652fed6ac2cd8
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_9.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_77.png,10,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149,6d11bdffe9b883a1a53c26d501c2b417aa6ec09612dfc428e58eef2e63587fc7
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_9.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_81.png,10,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_9.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_87.png,10,c7b66c7fb9f0f5b74fe4121dcd30d686c0fa98064a43abecb086c20f71df5149,2dc8ec44ece5e477536cf86cd90d8460ccd145a7526716b4d8eb25d976d25c26
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_90.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_88.png,10,56d2b209fdd72b07ab5bd9e6071208ab60d0015f761a8196cbc6807ef97f0a28,1a6bc65891ce4451525f87e3b3ad454c2cd414174a329967975ccec202b63bc4
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_91.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_35.png,8,c4ef9949adb8fc3f70fead7a1ea1205a0f858522fca1fb6476f47631025e1fae,52b9332fab5f99f1eabae7fc98f229282a403d250a624bc68f1af88752d5f782
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_91.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_61.png,10,c4ef9949adb8fc3f70fead7a1ea1205a0f858522fca1fb6476f47631025e1fae,db873d414bc50ff3c527a574a75e3ddab8430417bd9189e321213be4b2516ed7
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_91.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_66.png,10,c4ef9949adb8fc3f70fead7a1ea1205a0f858522fca1fb6476f47631025e1fae,99758f5a66365c1a9744dd30af48b2ee24cfcb35f4d3b01b02e207f94a770802
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_91.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_81.png,10,c4ef9949adb8fc3f70fead7a1ea1205a0f858522fca1fb6476f47631025e1fae,df3707930d61f761775214186e756bcb92230fe0dcaaf99118591e8a62b13eea
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_92.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_83.png,10,6654376f96a6dfc4cb1c557812e0350400ed0bf27e2e8f9a5e1fdfc78bc709df,8eae00b0688d60cbe85172af4169f77a9b10316946e70b4685ac5517caa8a6b7
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_92.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_84.png,8,6654376f96a6dfc4cb1c557812e0350400ed0bf27e2e8f9a5e1fdfc78bc709df,ce0cd6985260dcbaa23cfd85513b15fd47817f9ad22758fe0443736a0e604c7e
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_93.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_3.png,8,4de3b74a4a8c66d57874b26c83c92b61095f48471c62ce044eb1fc7349c5a6a2,fc77364d10f3086f5d40fc8cfc9de13871abec0a3fd8fa2c1a3f90b82e07b9ac
ae,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ae/ae_97.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/ae/ae_29.png,10,ed67d44662d089af7274d40c28a32f57fd14108cdc68c1899a95e3e0f162de26,c71637f0fd4b9e75175526f6c72af32e971c53b550ccd25f2e6b6ff8905ab986
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_10.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_11.png,0,a20b1ab79eb16c130a89c986d41f8bc0aceec9db1e748e66be53c1de46b2dec7,19a048ede7a6630c286b443bfd80f980d5fba44adda4d7c5205fd6b06deca834
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_100.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_47.png,8,e59d8d5a704c73c1496cbb4a8090e36cc1208aa0877401c191d77ddfc988f1c2,ccd2f1c6d6ad1ee1d1231f31470f84a65f1d7b2da3b80139927ba40785cc76be
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_100.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_87.png,10,e59d8d5a704c73c1496cbb4a8090e36cc1208aa0877401c191d77ddfc988f1c2,4580556fe7b4aed372800576b691fb1ffa07e8c665d951b26344bda4938452cd
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_100.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_93.png,8,e59d8d5a704c73c1496cbb4a8090e36cc1208aa0877401c191d77ddfc988f1c2,3f108f6fe4f747257e11598f156ebc030dfacab0ee00162dd9d587e28b6b4ac6
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_100.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_99.png,8,e59d8d5a704c73c1496cbb4a8090e36cc1208aa0877401c191d77ddfc988f1c2,399e4b23c390e4c151c379099b7bbebb33835100f8d59ed420a65294176b9a05
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_11.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_10.png,0,19a048ede7a6630c286b443bfd80f980d5fba44adda4d7c5205fd6b06deca834,a20b1ab79eb16c130a89c986d41f8bc0aceec9db1e748e66be53c1de46b2dec7
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_12.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_26.png,8,974d703a429b86e191ed5b94f0deb1c59f423eeab64fc4aee7147a83f2d14e5e,f3ba49de304804c03258cc913cf21f3099509a8f8f357e08fafade863ca1983e
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_12.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_31.png,8,974d703a429b86e191ed5b94f0deb1c59f423eeab64fc4aee7147a83f2d14e5e,d4a050537f521bb0afb11b4976dd2afd418995b99ec24c4c2ee97029f2a0cff0
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_12.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_33.png,10,974d703a429b86e191ed5b94f0deb1c59f423eeab64fc4aee7147a83f2d14e5e,c10e80ecbcf9819e01e09574c017d4f11bbbb32b16a406f02418ed6c0469f7ee
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_12.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_51.png,8,974d703a429b86e191ed5b94f0deb1c59f423eeab64fc4aee7147a83f2d14e5e,b899466cc5db64830a2b749aedaf38f546213f4a3f0fd71e86a5eccc0380cd1b
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_13.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_67.png,10,a75c43946a20de57f54df291bc491281a31d480580167fdd4e1e8e2f6267ce93,d2c29b80f10deec8c41f482a39463693f05bb7569e16903c9ab0f4fca1fc8d5e
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_13.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_70.png,6,a75c43946a20de57f54df291bc491281a31d480580167fdd4e1e8e2f6267ce93,fb839a06241cde3be0a43e21db0301a25c6063803ce27c2c7756de6769472d83
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_13.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_72.png,10,a75c43946a20de57f54df291bc491281a31d480580167fdd4e1e8e2f6267ce93,031d2328c60773eca48d56da24ec6f58adeb69bce6f50ca66db5b59cd069d9b3
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_13.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_9.png,6,a75c43946a20de57f54df291bc491281a31d480580167fdd4e1e8e2f6267ce93,71ce681e3f75e93893818e975570f775544fe4528558d4f74d9ce20924b16e43
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_13.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_94.png,8,a75c43946a20de57f54df291bc491281a31d480580167fdd4e1e8e2f6267ce93,50416af850abb14292da502c6a1b8cf326f789d0d4aa6c9fbdd636e2410bb748
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_17.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_25.png,10,73c80389e8cc2dfc1c5da44d92737604e5e181c5270d2d92602f194a4c20b89e,cabebec99d6b6f0660c2d22e72a5e3c76f7810c9f24da1f51f0080e195144d9f
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_18.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_19.png,8,df183891eddc85d4ac9bfa83c65f4cec8c6d6e69ca3052bffec67164a5d4c924,7d51e32a75f6c37a288a5b1839a123761a5a3a9d6e46c023f839145686d7687d
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_19.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_18.png,8,7d51e32a75f6c37a288a5b1839a123761a5a3a9d6e46c023f839145686d7687d,df183891eddc85d4ac9bfa83c65f4cec8c6d6e69ca3052bffec67164a5d4c924
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_20.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_23.png,8,ac5533958029d2ffafb86eb0d5a87493c496518df314c7a2fa41cd22e5c68894,2df9d4c0eaef9b1ba444392dc91d2514cd8f309b49b7daedcb384042c5637d42
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_21.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_24.png,8,78c4c57c748468b8b8863db10d1e270971f8ab9c2b64673f756b3032cafb9a47,1fe0a51f395d591396e35c2d8971d772d516e499cc241640a5c58148e6b5ce2e
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_22.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_23.png,8,3fb0f698635e47d3abaafe03f3ca4b4969526d07284340bc67f2b8f1d14115bc,2df9d4c0eaef9b1ba444392dc91d2514cd8f309b49b7daedcb384042c5637d42
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_23.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_20.png,8,2df9d4c0eaef9b1ba444392dc91d2514cd8f309b49b7daedcb384042c5637d42,ac5533958029d2ffafb86eb0d5a87493c496518df314c7a2fa41cd22e5c68894
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_23.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_22.png,8,2df9d4c0eaef9b1ba444392dc91d2514cd8f309b49b7daedcb384042c5637d42,3fb0f698635e47d3abaafe03f3ca4b4969526d07284340bc67f2b8f1d14115bc
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_24.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_21.png,8,1fe0a51f395d591396e35c2d8971d772d516e499cc241640a5c58148e6b5ce2e,78c4c57c748468b8b8863db10d1e270971f8ab9c2b64673f756b3032cafb9a47
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_25.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_17.png,10,cabebec99d6b6f0660c2d22e72a5e3c76f7810c9f24da1f51f0080e195144d9f,73c80389e8cc2dfc1c5da44d92737604e5e181c5270d2d92602f194a4c20b89e
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_26.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_12.png,8,f3ba49de304804c03258cc913cf21f3099509a8f8f357e08fafade863ca1983e,974d703a429b86e191ed5b94f0deb1c59f423eeab64fc4aee7147a83f2d14e5e
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_26.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_28.png,10,f3ba49de304804c03258cc913cf21f3099509a8f8f357e08fafade863ca1983e,ff96a99ee2f89dd54981016f5f5a6fd958d5a9d4fb38eb4a4f4a4567d7c3ae14
aee,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aee/aee_26.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/aee/aee_31.png,8,f3ba49de304804c03258cc913cf21f3099509a8f8f357e08fafade863ca1983e,d4a050537f521bb0afb11b4976dd2afd418995b99ec24c4c2ee97029f2a0cff0
