image_path,source_dataset,class_name,split,sha256,image_width,image_height,image_mode,file_name,file_extension
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ha/ha_32.png,Tulu-Dtatset-V2,ha,train,ddc269807d0fc1fbae159c1dd6d9aa7e06afe8186e73aaeedc9c7fb7bd83a4d4,358.0,334.0,RGBA,ha_32.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_80.png,Tulu-Dtatset-V2,i,train,04b7aee22a148361eee8f8e20718ead8be28a727a45da031332ec3fa40428772,359.0,347.0,RGBA,i_80.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_64.png,Tulu-Dtatset-V2,i,train,5ee0a7e5d7abb450afc993559109a00a7c0fc0ba41674f430b0d46a2d6d04cde,356.0,347.0,RGBA,i_64.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_77.png,Tulu-Dtatset-V2,i,train,5630363d0772c384ea9976c3fe83af5db4b15a14bd0bd7d497a22a5883494488,359.0,347.0,RGBA,i_77.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_33.png,Tulu-Dtatset-V2,i,train,5ab2116f61d1de500c53d1f8626a0408e0dfb76f502c34d5af884a4696a93a79,365.0,346.0,RGBA,i_33.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_9.png,Tulu-Dtatset-V2,i,train,325895a2e39484ae65237075007325cc013a21a6891c67282135e66632fbdbb5,356.0,342.0,RGBA,i_9.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_95.png,Tulu-Dtatset-V2,i,train,3d7f23303d0c5366cba519e0dd2d0b72b354c5a490cec827f7b5cfe10e8768b0,359.0,347.0,RGBA,i_95.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_34.png,Tulu-Dtatset-V2,i,train,25e1a457fcc42d1977405e3edc954157709874dbb3b932587c5d0aef2de8f73c,365.0,346.0,RGBA,i_34.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_85.png,Tulu-Dtatset-V2,i,train,95f1762f2efdb12c92f66b605f5e5e2bcd8e873c6d156ec65d8bea68e596f889,359.0,347.0,RGBA,i_85.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_62.png,Tulu-Dtatset-V2,i,train,d7d0b6a7da4c0f9d3d4c8c87f69fa4b1e1fd8dc15828a579232aa7ec97deb43f,356.0,347.0,RGBA,i_62.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_40.png,Tulu-Dtatset-V2,i,train,edd16c9cb5553ea6d6aa59d7b627f8b4e705f686917681696d63f9ff6d867e30,365.0,346.0,RGBA,i_40.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_22.png,Tulu-Dtatset-V2,i,train,265c09b2c4adbf07a3a6723247b60c5e615d2cd103d975dd3081f372c4e9097e,365.0,346.0,RGBA,i_22.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_41.png,Tulu-Dtatset-V2,i,train,7dbdba155eb105d54624af689c1581577ede68eb757507f87f225590d885dc5a,365.0,346.0,RGBA,i_41.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_15.png,Tulu-Dtatset-V2,i,train,a1fa9438024bbbf01951a09daa690c8ec4cad3b1478930bb3e53416c045105ba,369.0,357.0,RGBA,i_15.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_37.png,Tulu-Dtatset-V2,i,train,77f712838310395e4e1902a7a4f73fa8c457660bcf8b37e09b1559c722fdcf07,365.0,346.0,RGBA,i_37.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_76.png,Tulu-Dtatset-V2,i,train,9eb770899cef7d58ef6039888a28fc8fa766e2d2c37d48f0287a973de09fbe43,359.0,347.0,RGBA,i_76.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_66.png,Tulu-Dtatset-V2,i,train,8c81ddc33e1be238172406ef439acd90330b3495efa0f29a51b210deedf5e771,356.0,347.0,RGBA,i_66.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_21.png,Tulu-Dtatset-V2,i,train,ccacc24990b9154190a358b5c6383d1e8efd99b0884d8a784221f61cda1a67ac,365.0,346.0,RGBA,i_21.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_44.png,Tulu-Dtatset-V2,i,train,ddbffb494de293e9144214e36e2320fdaa2d1ff1bdaf5fe382b2cd57d5aeb5c4,365.0,346.0,RGBA,i_44.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_68.png,Tulu-Dtatset-V2,i,train,502ed870679617e47c270fbaa8e1f328acbb4fc9cd0e09fe0e4c8f87651886da,356.0,347.0,RGBA,i_68.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_32.png,Tulu-Dtatset-V2,i,train,bda9e3b648a55a664225c09368751b2319bc3e4f6c8b769ee5acda499fa9e439,365.0,346.0,RGBA,i_32.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_11.png,Tulu-Dtatset-V2,i,train,0c834c6ef6f12c0f66dd85a70bdf46f14821c555879e3e4003c7d3e11aa3bcb9,360.0,344.0,RGBA,i_11.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_74.png,Tulu-Dtatset-V2,i,train,e9e0f148e1a3468fcf2d1a14d9aad9e8f34d102d5c58604ef55ff28f97f8cd60,359.0,347.0,RGBA,i_74.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_87.png,Tulu-Dtatset-V2,i,train,944c4521e52dc2b0feec4ea61108751906d8414c9d7d266356ea896569ffd6fc,359.0,347.0,RGBA,i_87.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_55.png,Tulu-Dtatset-V2,i,train,a2274f9968fd2fae9ac778d7c09471ef5d9610acf0bb30a56d49635a11b6e72b,356.0,347.0,RGBA,i_55.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_10.png,Tulu-Dtatset-V2,i,train,ed463c280d02fbb346f0fcb4c68bccc13d371b08e42e693e40b8b66129943308,359.0,347.0,RGBA,i_10.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_39.png,Tulu-Dtatset-V2,i,train,d7adc14df735f5313b7049f17a3ab426b152834685e935c6073889d40de398a0,365.0,346.0,RGBA,i_39.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_52.png,Tulu-Dtatset-V2,i,train,bcf70aa1081109207764665312f1e3bfba345c0e6a9afb2a9ba8245a13070f0f,356.0,347.0,RGBA,i_52.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_17.png,Tulu-Dtatset-V2,i,train,2e665380dfdb1702b58746dfd4f2a178b3c0637fd9406f2fbf9e94c8607197f6,365.0,346.0,RGBA,i_17.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_14.png,Tulu-Dtatset-V2,i,train,f92878ab17d2c1b4e6e49151c2351afed41aaa5c6073f1784016ac647784412f,360.0,356.0,RGBA,i_14.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_97.png,Tulu-Dtatset-V2,i,train,3b0d548afdfd5dbc8868992526cdb5c140275edb68078bd0efae4e0fe7da215f,359.0,347.0,RGBA,i_97.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_30.png,Tulu-Dtatset-V2,i,train,46a193318ef20bae8806081d1efb39d496bb6372e52b8e5131b8f07558c4767e,365.0,346.0,RGBA,i_30.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_43.png,Tulu-Dtatset-V2,i,train,0b6a4489d388ec04d15ab0d88cf601caf0acf52f3cd7092522181aee52ad8b52,365.0,346.0,RGBA,i_43.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_23.png,Tulu-Dtatset-V2,i,train,076ff864fb6ff328e1692b2870b4f0d630784a2d7b8dacc927f108cd7c539722,365.0,346.0,RGBA,i_23.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_54.png,Tulu-Dtatset-V2,i,train,aa9f99da46a4c334f68134ff9f988369cdc1692d23351c2fa01fc0d1ec091937,356.0,347.0,RGBA,i_54.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_31.png,Tulu-Dtatset-V2,i,train,b8fcfed150d09b9766f4533c11bcf90f479225912dd9b1163225c255e68c2d2b,365.0,346.0,RGBA,i_31.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_73.png,Tulu-Dtatset-V2,i,train,13568538af58d886542fe7adcd783792bfbafc252ccf8a91b2f180742062d4ad,359.0,347.0,RGBA,i_73.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_26.png,Tulu-Dtatset-V2,i,train,bb96a5ae86ae9ad0f80630226e7a67c458fdff62f9b04b8f672cf1ab9da03de4,365.0,346.0,RGBA,i_26.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_27.png,Tulu-Dtatset-V2,i,train,4442185da87ecac422ef2fe9863891d330679d4e496caec9a307897076c9dc37,365.0,346.0,RGBA,i_27.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_96.png,Tulu-Dtatset-V2,i,train,bfeb17d1bae951fb3df062be63d0fd90b92b7ddce7a092212304f5febd4b2ca6,359.0,347.0,RGBA,i_96.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_60.png,Tulu-Dtatset-V2,i,train,72dc7999e5fbe326e86c274d4cd1e561511e97b595f9d5fc88aea6641d94c18f,356.0,347.0,RGBA,i_60.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_59.png,Tulu-Dtatset-V2,i,train,5c046016cc5995b848b722495686f8db8485b6866b05f6b4d55e60d0e7877513,356.0,347.0,RGBA,i_59.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_2.png,Tulu-Dtatset-V2,i,train,30cf7a0f5cc00cdc5731e377c722fee6f138b9ffe08e1eb8b509ec2e95ab9621,357.0,355.0,RGBA,i_2.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_98.png,Tulu-Dtatset-V2,i,train,a86edd89338753726784315cdb240a5749c2b0bad5735193f37dc7aa4c176526,359.0,347.0,RGBA,i_98.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_65.png,Tulu-Dtatset-V2,i,train,1f972ad7ba44934a74f150c71b142f238c29655448492c365335607e3d727c2e,356.0,347.0,RGBA,i_65.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_61.png,Tulu-Dtatset-V2,i,train,66397ced917a36446506d1488d83696ef158e53d30bc5e5f4c03caac5e3d445f,356.0,347.0,RGBA,i_61.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_82.png,Tulu-Dtatset-V2,i,train,fc516d3dbb21bb0479792d872b5aa2977cd6f6a832b9d0174146e09047f26657,359.0,347.0,RGBA,i_82.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_12.png,Tulu-Dtatset-V2,i,train,1b7b127ef8fd2d093461e561947f45935caca27a4089bffcbcc3050f6b52d051,371.0,355.0,RGBA,i_12.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_70.png,Tulu-Dtatset-V2,i,train,5725bca3b16cfefc2e3e6af3776fd4766517e330b9ddb25eabc46ffd92d20cbf,356.0,347.0,RGBA,i_70.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_6.png,Tulu-Dtatset-V2,i,train,0419875704d1e746344a65ca64fc1a84b70b9d27e28f7520f6b33bf262fde90e,358.0,349.0,RGBA,i_6.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_45.png,Tulu-Dtatset-V2,i,train,4278eee417c3c7b71793be0c35df794451925c3103fd1a224f9b5cd4b320bf03,365.0,346.0,RGBA,i_45.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_69.png,Tulu-Dtatset-V2,i,train,b457b7585ddb253fb467e6775736876cd39810fd443b5d8f8670c97d925a7ede,356.0,347.0,RGBA,i_69.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_83.png,Tulu-Dtatset-V2,i,train,b0e9154a9b51889af9cb969914e2be9d483d8e70c938df14b405c764a654d0eb,359.0,347.0,RGBA,i_83.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_35.png,Tulu-Dtatset-V2,i,train,10de02a437d57ac07ee63f64bfacd171c46bcced1e836e1b41313e0f1c23d304,365.0,346.0,RGBA,i_35.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_48.png,Tulu-Dtatset-V2,i,train,6e62a1b5b5adbd1fac2b59a15c9408ca6404ae291ad00627a28f352ad6ec1b8d,365.0,346.0,RGBA,i_48.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_99.png,Tulu-Dtatset-V2,i,train,6d8df70460fe2a6df9d081fcd8878b11fe2c7856514bb235d9795eba57e6e4cb,359.0,347.0,RGBA,i_99.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_90.png,Tulu-Dtatset-V2,i,train,6a5db70595530ab359f12df64711ed87da4bb0292ca7527f0cb0c1fd817fb6ab,359.0,347.0,RGBA,i_90.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_19.png,Tulu-Dtatset-V2,i,train,3cb651ddd735b5756a3877ef582daaed03c6758b82f6c695ab4fa069e837dcf8,365.0,346.0,RGBA,i_19.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_46.png,Tulu-Dtatset-V2,i,train,dcad8b727d85bd00a35e3de6388bf1d7843eeefc3c641209c700942bbdbf43d5,365.0,346.0,RGBA,i_46.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_56.png,Tulu-Dtatset-V2,i,train,133a521757b5177a7456c90326ab2b4da0257cd60206fcbe4cefb82add1a361f,356.0,347.0,RGBA,i_56.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_28.png,Tulu-Dtatset-V2,i,train,dc5298ed84adda6d544e60d1ae830de012e9bd01e39086bfa264d6c7ba68c7e2,365.0,346.0,RGBA,i_28.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_4.png,Tulu-Dtatset-V2,i,train,5196c5df178828c7e7827c00868ab759e0812acf199c05a50624acdf31ca487d,367.0,357.0,RGBA,i_4.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_29.png,Tulu-Dtatset-V2,i,train,cef01c4941dba6547aa42e791944c31a86e325f61f3830b6982a5494ca0c8c9a,365.0,346.0,RGBA,i_29.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_94.png,Tulu-Dtatset-V2,i,train,7cf62cf91ea81926ba7c88966191c4aebc9c69927661d6965c5cd96de366ee6b,359.0,347.0,RGBA,i_94.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_24.png,Tulu-Dtatset-V2,i,train,9b0022e684b2afa084026de2c9027cdc8a868446303c1c59a835bef2f1d6666f,365.0,346.0,RGBA,i_24.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_47.png,Tulu-Dtatset-V2,i,train,21e82e768e9a33503daa96133d86ab64a557b9d66f55592d5b5f5f41c2c561f7,365.0,346.0,RGBA,i_47.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_20.png,Tulu-Dtatset-V2,i,train,b2867f3d6d54a2dbef04f535fada5eb003b8d6d10267544b5fe861afa7dd511c,365.0,346.0,RGBA,i_20.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_92.png,Tulu-Dtatset-V2,i,train,a3fa17dd8a252ed036dc35f1a00e982d20c7d6cfa0b651e254227267d09c97b1,359.0,347.0,RGBA,i_92.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_49.png,Tulu-Dtatset-V2,i,train,6eb9ab72e582024b32a506d4ebb86b2bbca4df82e22b73fcce0d35b63da02b46,365.0,346.0,RGBA,i_49.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_84.png,Tulu-Dtatset-V2,i,train,5c64b85d4cbfa375a8f63b4033ad455c6e1b05d6cd66ac2a2fae55991a3e9e18,359.0,347.0,RGBA,i_84.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_93.png,Tulu-Dtatset-V2,i,train,cd8fe1d8b20deef11129f9ef663633cdb2c0b7535638a98c4a14aed92d18157a,359.0,347.0,RGBA,i_93.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_79.png,Tulu-Dtatset-V2,i,train,1de3407b10c0093ae43c25a0840d775772a41ace24538cb1f805567b101af666,359.0,347.0,RGBA,i_79.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_38.png,Tulu-Dtatset-V2,i,train,f904e964504d087cce41523efbabcc0490c1e3446f57c4a8d28f3fc49b493a48,365.0,346.0,RGBA,i_38.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_51.png,Tulu-Dtatset-V2,i,train,f1b40b0e1b5f010391f482aec872228b70e9b6cac033efb3018c34feceb981e7,356.0,347.0,RGBA,i_51.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_78.png,Tulu-Dtatset-V2,i,train,6ff4e3a7179c55754160a30ae80767095995d166e455d61dabe181d23e5dd934,359.0,347.0,RGBA,i_78.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_13.png,Tulu-Dtatset-V2,i,train,eadf1c6f92a646d0506150a33cf9fa9ebab1366723ead439e0c7959a6867e0bc,353.0,341.0,RGBA,i_13.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_63.png,Tulu-Dtatset-V2,i,train,f501b802fe2cd719b6b0422a311b57f0bb1f593f8a5733c90316e4329b1a993f,356.0,347.0,RGBA,i_63.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_53.png,Tulu-Dtatset-V2,i,train,b8b8887bbf0bd9210b563a0cca9e75d9c6ad32856db25db223d854c21a996ed1,356.0,347.0,RGBA,i_53.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_100.png,Tulu-Dtatset-V2,i,train,02672c16aff7bc22856bde960df0e1b30aadfb3a1f9ab1e346a2da9ac18b990c,359.0,347.0,RGBA,i_100.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_72.png,Tulu-Dtatset-V2,i,train,d684ef3b21ee1af25486b58d00dda9c4092bcdb6d10f67c552f5e8bf75041ab2,359.0,347.0,RGBA,i_72.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/i/i_81.png,Tulu-Dtatset-V2,i,train,94ebac8e17b96b1cd4c3fcc2e4c98002a90ff1b44ebd2969c83372ab84ccfaa2,359.0,347.0,RGBA,i_81.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_92.png,Tulu-Dtatset-V2,ja,train,6cc613dbe22bcd959a6399e8c8ed7e98442364f0e9f3152090b1b7a449ca21bb,365.0,347.0,RGBA,ja_92.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_83.png,Tulu-Dtatset-V2,ja,train,ccb0bf536bdffaaacc8d70feef92fcd4450986bd6f90ef595e54b1441e718cfe,365.0,347.0,RGBA,ja_83.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_40.png,Tulu-Dtatset-V2,ja,train,852ac9681e72511dea67f95c2e71c47faa424427d66313be49a706012239eb04,365.0,347.0,RGBA,ja_40.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_39.png,Tulu-Dtatset-V2,ja,train,aa7bd6a7fd65974ab5e62be82b5054fb4040098dddd6b0555075902cc13094a0,365.0,347.0,RGBA,ja_39.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_96.png,Tulu-Dtatset-V2,ja,train,b28805bdce6d41e6dd15f3f3ac3339bf0eb9efcd2908d402de8c20cee76469e1,365.0,347.0,RGBA,ja_96.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_91.png,Tulu-Dtatset-V2,ja,train,35307465ac04bc4f5fd26a32c0772da6068bc92252e19745f105c9fa473e63c5,365.0,347.0,RGBA,ja_91.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_1.png,Tulu-Dtatset-V2,ja,train,fec311cfb30c26e16919149fcb4049d1aa52329b3aa316af659551aa1dc6e5bd,367.0,348.0,RGBA,ja_1.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_82.png,Tulu-Dtatset-V2,ja,train,997b2aa2ac0aed280934a1e71378d0f04e6be51b11e861a5b700aedb817fbe54,365.0,347.0,RGBA,ja_82.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_93.png,Tulu-Dtatset-V2,ja,train,23763c511ef97c469eb2916430bcad17afa3d57e40238c688f1cae62886f4952,365.0,347.0,RGBA,ja_93.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_48.png,Tulu-Dtatset-V2,ja,train,0ea18b65b77e8f0e6c202439d23ac7546a5bf0a7b6e67b5ac8e676b3e21fb64a,365.0,347.0,RGBA,ja_48.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_33.png,Tulu-Dtatset-V2,ja,train,b833f7afc8c3735fd92df9caca112e946ab247062e365bde7ce89b146fb9d485,365.0,347.0,RGBA,ja_33.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_20.png,Tulu-Dtatset-V2,ja,train,30ad746caefd1f05c75b1215b793d2652cbd3832092aa5d75fc0a7c01d2ae947,363.0,346.0,RGBA,ja_20.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_67.png,Tulu-Dtatset-V2,ja,train,eca49f809ec5a55302f878cac435c3e5b1e5cd4407e419de3516a8a8bcfc2c2a,367.0,348.0,RGBA,ja_67.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_36.png,Tulu-Dtatset-V2,ja,train,2c0d679346ac8de2fad4ba9613133b09eb80c66181cdf24906d1dbbcbfa0ee8a,365.0,347.0,RGBA,ja_36.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_78.png,Tulu-Dtatset-V2,ja,train,681dfa210d8f83c701ede15907f675fe08d72673d709e42440ea18aa844b6655,365.0,347.0,RGBA,ja_78.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_73.png,Tulu-Dtatset-V2,ja,train,bd640a9ba0d4416b272d4ea7c1901f14bb53455424ddc69f90eb4f8eec66bad7,365.0,347.0,RGBA,ja_73.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_62.png,Tulu-Dtatset-V2,ja,train,9040c3d7a829d6bfe2132104c29cef00f854bfd9eb91eebb32a8049418f8eba5,367.0,348.0,RGBA,ja_62.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_95.png,Tulu-Dtatset-V2,ja,train,fecb0a6c3c90c9cfe537fdd27f347aaa8aef09422d0c540ef414d77d2995b65b,365.0,347.0,RGBA,ja_95.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_34.png,Tulu-Dtatset-V2,ja,train,4cf7bc459d2d81860bef552d043410823c3741a530eb58a76c1486e36685d5cd,365.0,347.0,RGBA,ja_34.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_88.png,Tulu-Dtatset-V2,ja,train,b59ed44e804ed0fb152e6c2562da408ee192b7510633796da65f52a40ca2f8ea,365.0,347.0,RGBA,ja_88.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_84.png,Tulu-Dtatset-V2,ja,train,f7e836c87217215d44e025a2b45c5cd2fff2590c15431cb30b4187fa38dc79ff,365.0,347.0,RGBA,ja_84.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_22.png,Tulu-Dtatset-V2,ja,train,bb6f873c357e705d59f5ba033051b749fc9f50cf86e3e418dcd178c73a7bd27f,363.0,346.0,RGBA,ja_22.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_63.png,Tulu-Dtatset-V2,ja,train,49610bc4b03bc096531511d3172769f2c5267741b281230ce5464ace4b7c38c5,367.0,348.0,RGBA,ja_63.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_55.png,Tulu-Dtatset-V2,ja,train,ada1ee6fd38bd488caf0f2002713185178992961bd885aca41bfe18c205df9e7,367.0,348.0,RGBA,ja_55.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/ja/ja_74.png,Tulu-Dtatset-V2,ja,train,9c03d98c1a163ef01f8620210307853eae6abaca6686cc6dc5fb1f90f8996e74,365.0,347.0,RGBA,ja_74.png,.png
