path,filename,extension,file_size,is_valid,width,height,mode,sha256,error,class_name,source_dataset
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_34.png,nna_34.png,.png,36236,True,362,346,RGBA,c6887a7ee61dde5bdf5dcddb52cb5a0207d7dfb2edb3a34aaba538929a1f5a9a,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_35.png,nna_35.png,.png,39133,True,362,346,RGBA,8ecdb183e3e36f4b2244af72d89e09a104bea53f6b3ebf2a0d2d36ad424a7996,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_36.png,nna_36.png,.png,40002,True,362,346,RGBA,5d01615fcc0920709783a5362dc0e65bd4135b8f38bbec5a1002dd27fca9947e,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_37.png,nna_37.png,.png,40809,True,362,346,RGBA,0b8ce00fcc98c31040b221c3fb13311b21db1b918b4e8de83debf9016cfaeb8e,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_38.png,nna_38.png,.png,40421,True,362,346,RGBA,6808cc1b5d43f466d4bcba66d34740d14e55b5deb4fe55f4de60dd5278ff905b,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_39.png,nna_39.png,.png,43071,True,362,346,RGBA,cd5a860a82068550fce9aa2470056bebcb9210e67f7dde87613467065ea034b8,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_4.png,nna_4.png,.png,36297,True,358,347,RGBA,b66fb91569f4719c2b62f75a02e42d02d32af46692070488beda5b5dca9c3de0,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_40.png,nna_40.png,.png,38467,True,362,346,RGBA,532403feba8f442813d0a7ad17d999ddfd166fba172527a2762f8a8ff3c19a7a,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_41.png,nna_41.png,.png,43025,True,362,346,RGBA,bdd98e34066fd23754af0400788e79a6fd245d907452875c3e37e1a505ed3743,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_42.png,nna_42.png,.png,39945,True,362,346,RGBA,a95ebaa27c628761f2ea2b52921e2a005e8300ab01cb5fd4dd173e7d3e0bf0b3,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_43.png,nna_43.png,.png,38426,True,362,346,RGBA,ca9be448da2a365a8836984e4e26de406f6e6aef9453e3fa3cfc9fd601d638a0,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_44.png,nna_44.png,.png,41095,True,362,346,RGBA,7c9c27b7b588857433fae4e0b595f7aea811625f2eb73fec1d6991a6c7f04df9,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_45.png,nna_45.png,.png,41911,True,362,346,RGBA,fe3b9b8cb6c535d92fae8fabc610eebcc293c621ff2812f46cf52de5e5a59654,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_46.png,nna_46.png,.png,45516,True,362,346,RGBA,4e5dac1327697bf24ae1cd4f2c3dbd7c3e98f9c9e9f2e4d7786656eddfc06b20,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_47.png,nna_47.png,.png,41256,True,362,346,RGBA,8fa41b1d9d55979f73b524e417796b10afc318f5753f5c676e572310a7fdcdb0,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_48.png,nna_48.png,.png,33272,True,362,346,RGBA,009eb6864c50e9f9ab7d1def8b6a71bc55642f5be824ae6c5c33b00e18a2d8f5,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_49.png,nna_49.png,.png,38041,True,362,346,RGBA,9e6493231b4fdb2215bdae5257f5521d564254a52e2f4a1b551e3ec3eb936009,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_5.png,nna_5.png,.png,35702,True,364,345,RGBA,c3af64dfd03c366be6a758db7a32b28caa7105c7cb6eb5869d7baa93546cf420,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_50.png,nna_50.png,.png,46438,True,362,346,RGBA,839e0c8bd4f848db2d525ae6b1a8f78c39ad8dbe8255f475c5a9d9fa4c3b1510,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_51.png,nna_51.png,.png,36607,True,364,346,RGBA,34327b9e613c5b16041ebc8464aa43047164158e0c68d0d1a58caaddb7decd4f,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_52.png,nna_52.png,.png,39580,True,364,346,RGBA,e7fd75adfa4ee810a76a04989b3082686754875f42af31206df5448f99aff646,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_53.png,nna_53.png,.png,38860,True,364,346,RGBA,b486a5dce4523f2d70890307c99fe74e8ad7317e78fea67275856406ce1881e7,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_54.png,nna_54.png,.png,31063,True,364,346,RGBA,4bb80252ed6b4f8a6432a59714a2a89a545a350fe0dab2511d63b803ad56082e,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_55.png,nna_55.png,.png,38172,True,364,346,RGBA,51bebade6a2143126069f9d2765c227d7da81bb1fd175c1118ab943d4fd3b8bb,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_56.png,nna_56.png,.png,31477,True,364,346,RGBA,d1f4c7ee6a743243f15ffcd269c9105ab708a069847c5eb557afc108170cb4c8,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_57.png,nna_57.png,.png,33560,True,364,346,RGBA,80a9db52f9f738a33eed7cfe6384458fb2089c43ae2148b9d8186791597e38fd,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_58.png,nna_58.png,.png,35541,True,364,346,RGBA,e6960fa3ee7ad046c90fa2590d3221b3402cd957814ed7fa6ce9584214f50be8,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_59.png,nna_59.png,.png,38193,True,364,346,RGBA,2d37a602d0b0e21804ba2f8d958008a457b385c571d2d23884bb0ca1dc690782,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_6.png,nna_6.png,.png,41253,True,359,347,RGBA,eb26ae75ad784642b5e3ee0410db2a17c6cf9b4d409a9ec892d1cf32582cbddc,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_60.png,nna_60.png,.png,39231,True,364,346,RGBA,959843c1de22c8d0c0e058e648ad135ebdb7499a6cb938c110c8025aa5f77496,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_61.png,nna_61.png,.png,34537,True,365,348,RGBA,7e71a94ba3c96da0385a0dde28e41eb50ecdb3c64af9f7490096bbda55ef80df,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_62.png,nna_62.png,.png,30966,True,365,348,RGBA,a88227e43fbc389e6d63ffd5929a2d2673c188dc5921ef3ab244b418042f2499,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_63.png,nna_63.png,.png,35425,True,365,348,RGBA,c6f46396934b306255cf0f9558097799e171518ae670c76cfa8f7127408255ea,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_64.png,nna_64.png,.png,37918,True,365,348,RGBA,cac2a5f6e75ab8ed68b750c8bee77a77e18c8e9ef6b48a27dd9a988f76d1a3b8,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_65.png,nna_65.png,.png,34044,True,365,348,RGBA,4dcdba9b86940d91f8694c4ee51371e0df7970ff4cd5d00e86dfebe36c55509e,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_66.png,nna_66.png,.png,33869,True,365,348,RGBA,86734705a2d77cd690d0c0ff78f6c534c26af9b652369a425457834ad4b4f6b7,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_67.png,nna_67.png,.png,35233,True,365,348,RGBA,e99a068837b18d4ff7de59d1ac1582a00fa41f4b82b8b656565bd623e84010fe,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_68.png,nna_68.png,.png,38993,True,365,348,RGBA,9caaab9ac1f09ccac0c26335582ed9937626f043a1c98937317f1cb64ac76b8f,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_69.png,nna_69.png,.png,27318,True,365,348,RGBA,945b989dbeea8967a8b6c757bac708ea3ac9b6e49969795ce76e67bf6b4630b1,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_7.png,nna_7.png,.png,39311,True,367,343,RGBA,804077be5b952873cb10ffb0ccd7742d7c63d22cb936cd54e3d0d17813ae306a,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_70.png,nna_70.png,.png,31355,True,365,348,RGBA,d7b65035c662dcde9d5d9a55f6f5487243cfe98875066de0020cb15bdd35c72b,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_71.png,nna_71.png,.png,36071,True,365,348,RGBA,82d30457189348dc5d45199b771aebdd3852021c962c2e35a33f2b289e3eb142,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_72.png,nna_72.png,.png,32326,True,365,348,RGBA,bbd7207b1b33f7f2f375d888f05df18f8fa07d2443375cc4db48d65a263e92b7,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_73.png,nna_73.png,.png,39447,True,365,348,RGBA,ec4e03768d31cc9ef59f79378689264e0a8f192a460d99c44139d0fa93750bb4,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_74.png,nna_74.png,.png,37405,True,365,348,RGBA,7084883f36a1da0b61255ee46c6f369f63410869a57fd42dfbe6f0974602e107,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_75.png,nna_75.png,.png,34210,True,365,348,RGBA,1c0d0ef32acef0d483d069b8d12f0169a42dcd1da5eaa80dda7a1e832000bcd9,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_76.png,nna_76.png,.png,39699,True,365,348,RGBA,a028f0b7d1eb15efe578be3031e3749c13b44504a4c9e5bbc9917e1f08f20088,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_77.png,nna_77.png,.png,35201,True,365,348,RGBA,c80b403dad164b1408a862f454901f5794fb07c34c97c593801021ee5fa582a0,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_78.png,nna_78.png,.png,37661,True,365,348,RGBA,2cf0259ad7cd97af66960d78d34bef1adbbb427395d31641a0f16610ab44d1ba,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_79.png,nna_79.png,.png,35295,True,365,348,RGBA,3954127474ba1147e4d2f1e57920b0b58f74602ee933f17d9a11b7a5787fb3e1,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_8.png,nna_8.png,.png,37007,True,365,349,RGBA,5ca71a39e07fd578f5a25c9d8e01de2b6c6840044b06df542b90eea1d33f9ee1,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_80.png,nna_80.png,.png,32796,True,365,348,RGBA,68776c24d0979d1620a5a252797448edc3750eeaa8ac34a2e9716f14afc2fe49,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_81.png,nna_81.png,.png,36048,True,365,348,RGBA,2b7487d4a9ae891f8de038970ff06cbc9f90f0690f4c8a9a05f5bee537a43391,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_82.png,nna_82.png,.png,33429,True,365,348,RGBA,3565efcc1104ff3afc7cd2545a7b324e0a9db4918a76f6bff9ba346b578cac6f,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_83.png,nna_83.png,.png,35825,True,365,348,RGBA,adf0ce0045acfbcb0c070be9f0632e05cf49659cfe47a47c3d99e0821ad62eb4,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_84.png,nna_84.png,.png,35411,True,365,348,RGBA,348f70b75b481deb6110cd751347180e9f7f18eeb6e2a75b7b8080b47cb9d292,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_85.png,nna_85.png,.png,36337,True,365,348,RGBA,18b63ddf56eae58240ad70313c341d2b3ab46a2433e25c4d8897b276f4ee55a8,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_86.png,nna_86.png,.png,35718,True,365,348,RGBA,bcb1dfa6403ab4f8b44a51d7a4ccf7c28861268e58eb21064481b882aa4a605e,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_87.png,nna_87.png,.png,31741,True,365,348,RGBA,19fb177b41e570323daed2147bd8e8f3176a3fc7b478c9b991359b95c09c2f05,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_88.png,nna_88.png,.png,36160,True,365,348,RGBA,925dba67533107c9a58d50956373d58eaea916fb2d49e839298d99cb115874eb,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_89.png,nna_89.png,.png,37616,True,365,348,RGBA,68c36bd38d5d4ff82e78cc6c188e76ed2671c4ccde427e06e562c33e58234f17,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_9.png,nna_9.png,.png,39366,True,363,350,RGBA,50b8e74cc17bc9fa8917c6823897aba9fdc69697ea53fd418faf59255b789e84,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_90.png,nna_90.png,.png,36303,True,365,348,RGBA,d93b9368912961348c20b194128ac57d8dd6d55f6ab3c60844ec96827666e4bf,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_91.png,nna_91.png,.png,35914,True,365,348,RGBA,8e4e37b645ac405c4a007f1678775710d57f2ad807f2a55d9050446d104a328b,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_92.png,nna_92.png,.png,36831,True,365,348,RGBA,f257235c0dae938580c1e3f9cf0d0c187c00a7d8fe515892c45e00eb4eaa2a5d,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_93.png,nna_93.png,.png,37617,True,365,348,RGBA,dfc7de1c7b460810bdc92e1ec209d0d17ea51f50647a641d39713218e26cf7b8,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_94.png,nna_94.png,.png,39905,True,365,348,RGBA,73c9e99e38b7c6f063050584360453e1c457d879238dcffb9c5bf06425014c4e,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_95.png,nna_95.png,.png,39740,True,365,348,RGBA,06cd347a538b6e8ba456cce4bf50c73b685a1fcf11eb4e536c785c98dcb4cb6d,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_96.png,nna_96.png,.png,32542,True,365,348,RGBA,271d06cd00f9e10b1afed49b091fb8c7941c7a20d4d4440262694ab820a6bff9,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_97.png,nna_97.png,.png,37749,True,365,348,RGBA,0691475d97b4f1901609c3fb6df33902c85e403b56404aefc3afe543afab0fbe,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_98.png,nna_98.png,.png,38461,True,365,348,RGBA,d909f4aad76d3ab904588d98c42c3bc4f7baa609df5693302e155c21d09a4d78,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nna/nna_99.png,nna_99.png,.png,34888,True,365,348,RGBA,57e739a87ec2ba899ffd27491e390fb3cc0eb3981a75ad5bafd3e9e80e751495,,nna,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_1.png,nya_1.png,.png,49621,True,363,345,RGBA,2416c110d92d4bacf9c19cb73cd93afdea4333f2fb1b6f42d151b307c3e6868b,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_10.png,nya_10.png,.png,51670,True,365,345,RGBA,813b2d552b4253221996299c59168e513c2d21b98d612626dc3adc51bd9f63d0,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_100.png,nya_100.png,.png,48266,True,358,345,RGBA,3d04950f046652acaaa5af778b451d5c94a3fd37261a1d5a9a64cb16935f1366,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_11.png,nya_11.png,.png,51944,True,364,346,RGBA,688e57909532b29a1fbd334763678701cd10e5ba04cd646831570f40beabfa7f,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_12.png,nya_12.png,.png,55693,True,363,337,RGBA,ecc3c62e45a866f09ff22ae198d4fdcec2a049c814d4861132dd3edc5a915b42,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_13.png,nya_13.png,.png,41184,True,359,344,RGBA,13e030a089a8628d6d01d39791adcd14ee64156d788bd546e8d2f3cd1dae9b99,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_14.png,nya_14.png,.png,56699,True,363,341,RGBA,8018a5da460953eaff65fe7d1a16df94c2ead71a1c2844faf85c9b2aa960365a,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_15.png,nya_15.png,.png,51525,True,363,347,RGBA,633b26c06ce671f5c76048c74c3fb64d0c7e29c7d0348039c847de22b101bc5a,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_16.png,nya_16.png,.png,48330,True,363,345,RGBA,29d7efde33085a79f09aba2e7b4e9dd0a6d3699f2424d9cf0e1d993302709954,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_17.png,nya_17.png,.png,49114,True,363,345,RGBA,588f02894a5926ad92e07c9b3d7299553e5f06fad554278215caa1c338678f96,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_18.png,nya_18.png,.png,48385,True,363,345,RGBA,285a89d96395cfcf45171b28e1381796df648c1e44aef05320f92e7743f3caca,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_19.png,nya_19.png,.png,56250,True,363,345,RGBA,cb1353fa779fe7ef3fe4f74c88201672dedd2a29dad142082b881df59f03b752,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_2.png,nya_2.png,.png,72635,True,367,355,RGBA,92c63e65e3f39c368e08b174517a642ae61bb98e8619ab0b869bc33a507935e2,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_20.png,nya_20.png,.png,54830,True,363,345,RGBA,1156b1599b7dd7fd6ef67f9398998b5aa5faa9f7109c9229aef307fad7514ec8,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_21.png,nya_21.png,.png,47875,True,363,345,RGBA,7ea2ccda4b02f4e047f9e0b0b1987b16f67d460e2347021bab66b0ba214a841c,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_22.png,nya_22.png,.png,50416,True,363,345,RGBA,45f58490129d633236a4853cf9fedf09aeab19284e24ec8ef04790228f19b403,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_23.png,nya_23.png,.png,47070,True,363,345,RGBA,ecc68d424be3659124b629269b38b323ac7e1801e1506c46dac728ef4718b6ca,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_24.png,nya_24.png,.png,49230,True,363,345,RGBA,3710524df16061d742991fd86712f5b03008f4eb1d6a5590663d8dd70800424f,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_25.png,nya_25.png,.png,48465,True,363,345,RGBA,5217546d0781e3f8d1ff5386468c347810f17e0fa2885890892428efb87c72f2,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_26.png,nya_26.png,.png,40419,True,363,345,RGBA,f70c71b1e7a538757ec39a24b0a46262d1bf3e3a8a6d734709e462286747f5cd,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_27.png,nya_27.png,.png,49800,True,363,345,RGBA,7c72237f62cb3a35f8fcac0e50a7187d9fd2180599d045fab7c6cbbd82c35062,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_28.png,nya_28.png,.png,41555,True,363,345,RGBA,83326f236a5a45a5a213cb7760ea6130845455c5d47c3f95c5c5c69b68625de2,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_29.png,nya_29.png,.png,51241,True,363,345,RGBA,4436ef508e5186b82885b29a7b59b4c0dc969395769bb5a651224fdd9f4f81e9,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_3.png,nya_3.png,.png,43010,True,358,345,RGBA,6df4cc130348c7e222c044a7a4244921507f36401ce82439beede7c1cac44f42,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_30.png,nya_30.png,.png,55001,True,363,345,RGBA,516ddfca1a573f55251d8fc6dfce35f2687f329f209bbb85b84b24bba7186ecc,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_31.png,nya_31.png,.png,46576,True,363,345,RGBA,426703ed2c18a022223a665a5a8e6b70f9af2ed1602793db2c79c320eea28a8a,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_32.png,nya_32.png,.png,58436,True,363,345,RGBA,b6f84a51956a211f140d4974ce54343267abe6f1ea094bc9de2eb8f8494664d9,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_33.png,nya_33.png,.png,49782,True,363,345,RGBA,221692ee7255c0374adcf2bc88297491bf22f97721a774240d648b9b60ea78b7,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_34.png,nya_34.png,.png,46165,True,363,345,RGBA,2700af417384637eea9c0e960b12fc31943b0808516237210c15916bf190c8fc,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_35.png,nya_35.png,.png,48494,True,363,345,RGBA,873123a03521f4e3952a4c63d5e73591c6040e408a1de0c0259b0b5f27ebe38d,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_36.png,nya_36.png,.png,46420,True,363,345,RGBA,039b95ff37621d97d8fe86c47e6742a60e7a762fbc55a235bc247da2be4e920b,,nya,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_37.png,nya_37.png,.png,45904,True,363,345,RGBA,926c705659b61e0bcd2f2c4f6fb97c7b2aa863f7a0b974d97a2a3748e9461de5,,nya,Tulu-Dtatset-V2
