path,filename,class_name,source_dataset,extension,sha256,phash,dhash
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_42.png,nya_42.png,nya,Tulu-Dtatset-V2,.png,02944b1fc6db7c6dfeb802d62b18c55bb8a0d0fe607f9417255a29a9cc1c4339,b738c8cc8f633638,c4b00d4e5e058c80
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_43.png,nya_43.png,nya,Tulu-Dtatset-V2,.png,7e635ceff848e974448f396be5f83c5bc8a3af9abdd5f9801453c1f03d8d79e7,b038dfe7c4c8f604,003cb5b5940c9004
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_44.png,nya_44.png,nya,Tulu-Dtatset-V2,.png,4edb7b58a96f4d8db09f059dc5a4fe0a8dc22de26985b0c7fb0b02e336c13682,b7d8c82739303ec9,08802c1c544c8ce1
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_45.png,nya_45.png,nya,Tulu-Dtatset-V2,.png,51864212b021c2a936f05f3127e50e65b57340b73d56baa0dc984c0ad170b4c7,b598ce4511363fc9,04002c1ed6560c40
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_46.png,nya_46.png,nya,Tulu-Dtatset-V2,.png,3e6ee6945946417e218d4e9e4e6b3e52e399a3d4b3c2168953abeae4e982147c,b339c8c63f31321e,18801c5c548c9025
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_47.png,nya_47.png,nya,Tulu-Dtatset-V2,.png,39ceac6d621011dcc826ad4ee96368b8ff5b620e9fa42591be4ecbd29410eda4,b03edfc30838370f,34003d9596cd1826
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_48.png,nya_48.png,nya,Tulu-Dtatset-V2,.png,3e1f201a16be5139b07321f10eadb35c57e230f78415bb882b0840719629a1f7,b7d8c88f23743cd0,94801c4e5e5685cc
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_49.png,nya_49.png,nya,Tulu-Dtatset-V2,.png,ff58092ea9906d2c1e95e10e0dc6175f462cbb5800ffcf14afd6e3462080af3e,bec1c1e67c330c8d,2800783d2d2c0a18
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_50.png,nya_50.png,nya,Tulu-Dtatset-V2,.png,a4236c57564dadd36d17c8fa2405d5f23f8d54489775ccac4db3c1cb63d6c4cb,b738c8c6cdc00e3f,000c1dd5554d98c0
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_51.png,nya_51.png,nya,Tulu-Dtatset-V2,.png,41e3c08a2625c5e1635c74f89b02046fd31b41072623ec5ed138490c614a828a,b79cc887393266c9,34000c1e564409a1
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_52.png,nya_52.png,nya,Tulu-Dtatset-V2,.png,3019d617ca21450f84041028189b0a5e55123670afb24451e2c0b7ef1a25dede,b798c0cf1b702c9b,04002e1e5a460c53
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_53.png,nya_53.png,nya,Tulu-Dtatset-V2,.png,e65cf84b402046ac4cfb2a34c727e21c3c5edeb20456422f5b75dbd3b9958582,b0cfcbc03c3702f9,0c004c3db5a50cb2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_54.png,nya_54.png,nya,Tulu-Dtatset-V2,.png,3f1c344f2ad4b0e06a7754fac8084974968522f4fbda836047c61020ecccab84,b73cc8c88f336439,80280e5e56860c62
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_55.png,nya_55.png,nya,Tulu-Dtatset-V2,.png,35ca17a531d3aab3aac40f82793beb7f0e309f19761e4fec01c2134d6b72b629,b7c8c02737f0cd23,cc0c800c5e568c58
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_56.png,nya_56.png,nya,Tulu-Dtatset-V2,.png,82a8f193b05a8c1f5569a8d11bdcaa0b79f26dc7fc222a2f6822025908111d1e,a4938b3863cd9a67,ccce00968eaaa6cc
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_57.png,nya_57.png,nya,Tulu-Dtatset-V2,.png,4b2ceaada8c469c0616d38341de88905d13dbaf602cc3e8b09b129a756c2b42f,af38d0c70f676198,8280164b2b868ca1
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_58.png,nya_58.png,nya,Tulu-Dtatset-V2,.png,291006d5ec396a0e042bc39b2b21414693db8ecfe3adbffeacf4ce00b7101bea,b0cfcf203037ccd9,0804602e95b50c90
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_59.png,nya_59.png,nya,Tulu-Dtatset-V2,.png,d7f8fe4523e5ad8bf39d58dde963bec286ba4a6f31023ddf09896743958a3882,b7d8c02731748f93,1a04000e5a460e59
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_6.png,nya_6.png,nya,Tulu-Dtatset-V2,.png,2b6c16abb966453342d756a4edca312cec458516a0cb55843e9e73f7cb4c6c98,a93fd4c49b23cc38,0036165b5a020e10
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_60.png,nya_60.png,nya,Tulu-Dtatset-V2,.png,827853e593b4130314e1be941780bd668394a015e73f133b80c46c0f5301c300,b7ccc02538f6c9f0,1808000c1d544c18
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_61.png,nya_61.png,nya,Tulu-Dtatset-V2,.png,bc311d5843fd13d1e68feb3e7f475037fd71af3adc417656744cf2dc72c4ed35,b1decb053867c9e0,1824000d95d44c1a
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_62.png,nya_62.png,nya,Tulu-Dtatset-V2,.png,43a16db68fd22f3615432687ae06a6baab35a5daf205f7c924230d0efdd96b22,a79cd403336c9f92,0c0024174b4b0649
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_63.png,nya_63.png,nya,Tulu-Dtatset-V2,.png,630d7f998eb34d072e5d285f61816a374212ac6eff2873b81b557c7c04d40cfe,a7d8c08f31740fe3,0400261e5a4a0688
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_64.png,nya_64.png,nya,Tulu-Dtatset-V2,.png,8b70059754f87b74493b6c4ddd9ad84b755ffc6ef842359667c44c0245fb6190,b13cdec68930663e,006c2ed6d6059841
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_65.png,nya_65.png,nya,Tulu-Dtatset-V2,.png,7a717e0f49bd868ec35007af417e141189ec8d8c6e0562b847e3c56d9515ed2d,b798c08f33709c9b,88803c0e5e568c98
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_66.png,nya_66.png,nya,Tulu-Dtatset-V2,.png,d61431979a33eba241c36f50bfec3bf41f8c10d0655f0c4e131e32ed93bad246,b01fcfc40031779f,08402e9d950c18c6
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_67.png,nya_67.png,nya,Tulu-Dtatset-V2,.png,b5985b11b4c24b8eb285f81545f0b2f5e11ef8c405bb2679b36c38887b60e2e8,afd0c03f74cc93c1,880200264b6b6286
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_68.png,nya_68.png,nya,Tulu-Dtatset-V2,.png,dbdad0398b66233fde74fa01294091047bce7017446be0016299a211d39a664d,b7ccc02733f0cd23,cc88a02c5c550c18
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_69.png,nya_69.png,nya,Tulu-Dtatset-V2,.png,5841eb61f112605797a78b680df83d8be0a6dfefe42e1cce74e1c3ff82b71375,af3dd0c01f27643c,82a0166b2b868ca1
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_7.png,nya_7.png,nya,Tulu-Dtatset-V2,.png,640658089dc48fcb8722cf086877f333ffc64819793f46c08ee7d2196feab85b,af38d0c39f646938,0238066b6b4a0e00
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_70.png,nya_70.png,nya,Tulu-Dtatset-V2,.png,b09ab3cb3ea1bf243cbf4ed78ef39c3493249318455a77449ad4c7efefbd4bef,b09fcfc02136ee89,08006c9ed68518c3
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_71.png,nya_71.png,nya,Tulu-Dtatset-V2,.png,510b8677dfc02130c5a2e60c2d5669af677f47f305e37e3a1e6a68be518cea55,e431cfce39332364,80a68e8aa6449002
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_72.png,nya_72.png,nya,Tulu-Dtatset-V2,.png,716b4c8199a5d4b06c0e62555bbd844ef5a57453cb394379569a7a6c3f3201cd,b6ccc1343cf3cdc0,2028003c3c550e40
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_73.png,nya_73.png,nya,Tulu-Dtatset-V2,.png,c05e188bab46b8ba762bd4db7e99b22f8c12096887acc4d7170f1aa68a53b5a4,b53ccec3c1193c36,005c3ed65708420c
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_74.png,nya_74.png,nya,Tulu-Dtatset-V2,.png,e4c66781748099a79d5b536a20c344aa97411937bf8f97ea27c5d6505d1ef777,b438cac73d30e29d,1080bc1e1e0d200d
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_75.png,nya_75.png,nya,Tulu-Dtatset-V2,.png,8f18f4a095f73111833e0495f17de44a3875aa4b0adfcd23e16735b19e243faa,b488cb3d31c6ce99,2010041e1e2e88a0
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_76.png,nya_76.png,nya,Tulu-Dtatset-V2,.png,8aeec95e23fdb7108aed38f1f38d5c4991f74c2598d9ca2e81090ff372e31cc4,b73fcbc1c11c3232,005c3d551d084009
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_77.png,nya_77.png,nya,Tulu-Dtatset-V2,.png,e0fbfe865be1ba6098a9eb567c741bb68ef7d3466a5f7299216eb9236b2ad1b7,b4dfcb401c3727c8,08004c3db5d50d80
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_78.png,nya_78.png,nya,Tulu-Dtatset-V2,.png,bd70d965dbbe2e02bf5378978b2dff97ab5800d759a16d672b24f363a0807e6c,b638c9c73d30368e,14000c1c140d8080
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_79.png,nya_79.png,nya,Tulu-Dtatset-V2,.png,8f6c6575f1fc14e016125b400b1825323f2531a1631088e59c95afcde8edbc19,b738c0c71d30369f,30000c1e564d0844
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_8.png,nya_8.png,nya,Tulu-Dtatset-V2,.png,b3bdcd65f1246f578e3317815cc0fd5e55457b6ce72d65a65ddd63ea61c0b763,b7d8c80f33748c93,04002c0e5a560c5a
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_80.png,nya_80.png,nya,Tulu-Dtatset-V2,.png,dbe01b1b2a2a8ea0c130dc1a4b26b2fedb8da42476c294d93b1c0c84d3133adb,b6c8cb3738e2c689,0010881c1e2d88a4
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_81.png,nya_81.png,nya,Tulu-Dtatset-V2,.png,11f420b483a6ba08274ded66fb334708a24298b6558c1ae92f35032eb0adc9ca,b798c8c73d30c68d,00002c1e564d0804
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_82.png,nya_82.png,nya,Tulu-Dtatset-V2,.png,0cc25aa78c1c840e5d9eb51dfaec68c512d7bf675bfa890621c0893d9d238ab8,b430cbcf393166cc,14808c1e2e8c8004
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_83.png,nya_83.png,nya,Tulu-Dtatset-V2,.png,d58eeab1525be05d8abbe847e82687dce74fd28742a6a9577aabdfa63d5ba039,b73990c4cb9b6561,003e0f2b0a06004c
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_84.png,nya_84.png,nya,Tulu-Dtatset-V2,.png,57deb9d93f09a2aac9469980db77480b619981fead6cb3b021b5f16cda714f79,b430cace4f396666,809c8eae8e8c800f
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_85.png,nya_85.png,nya,Tulu-Dtatset-V2,.png,850bea6d71a74a7bb76fd10fbc31191d6e5eb4d7cac5a95fdb7b361f1fd1ef18,bf1fc1c10c32338f,08403c3c550e1a00
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_86.png,nya_86.png,nya,Tulu-Dtatset-V2,.png,bf837c2c3269c053bcbf6ba6e90a82b8054b600d32b0c18f6eafc4e6acc18dfd,bd81c22e3b64cc9b,0200261e2b2e94a0
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_87.png,nya_87.png,nya,Tulu-Dtatset-V2,.png,bf0f78f5261c2b275cbfc7bc322815e2b20a5efb8612e251b44a6b21f4edf4a4,e431db8e6c316764,82808e8aae849004
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_88.png,nya_88.png,nya,Tulu-Dtatset-V2,.png,952dba3d3193fd5cd938ee3924b5346c82299c2a73acd0ff8274e3e03fa5e317,b73ec0c13c3833c7,18000c3c554e0008
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_89.png,nya_89.png,nya,Tulu-Dtatset-V2,.png,6fbbd4ac84640e2491decf877b650001bca193ab6c636440f6b904f9e1512856,b498ce6f3164989b,8480bc8e0aae85a0
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_9.png,nya_9.png,nya,Tulu-Dtatset-V2,.png,e49f46b992ea911c4c79e96820ee08fa2e307cfbeb9016e249b23aa0842e6aad,afd8d02f3a60cd92,0210020f4d4b0e71
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_90.png,nya_90.png,nya,Tulu-Dtatset-V2,.png,29bf629d14f2b04ae6ee5490c7b3cae164ce876404564c9bdfb7d3f1e5fb3f37,b431cfce1933643c,90a48e1eaaa68880
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_91.png,nya_91.png,nya,Tulu-Dtatset-V2,.png,e38016719db3be9b89b5c1fbbd4ab47de5b216a0d916d30f69953b5bcbd68561,e431cbce3a336564,10860e2aae84a002
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_92.png,nya_92.png,nya,Tulu-Dtatset-V2,.png,43e74760e4e9c9f88738b1ededc5369c1aef015acfe99d246e01d5f8fc3b230d,b798cac739326689,00002c1e160f0800
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_93.png,nya_93.png,nya,Tulu-Dtatset-V2,.png,dd534cc208834324c1a8db9261a8fa20cfdb64fc4697924bae90c845e6f40003,b4d8cb2730c2cd9d,0084a01e1e0e0c20
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_94.png,nya_94.png,nya,Tulu-Dtatset-V2,.png,9b4daa9e02d0bd3f960841bc05267bf10acec400711b92a9e0cba75988f2165a,b73cc0c33938668f,14000e1e560f0004
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_95.png,nya_95.png,nya,Tulu-Dtatset-V2,.png,e49474d3d411b4daaa3a5688ef795e9284d6312485575f7fb1b10169baa701d5,e5319ace38656599,46408e8eaa869046
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_96.png,nya_96.png,nya,Tulu-Dtatset-V2,.png,269e6b5639625b30982de4e74a5e15a5b0ab454fc268e0dd3a81822d205716b9,b63fcbc0cc21723c,00783d15150d5024
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_97.png,nya_97.png,nya,Tulu-Dtatset-V2,.png,719e5a55e88323a518089eb34ae3e1a8d527a5f1fb3aff1035b255bb29f921a5,b530c2cf3b646c9a,0600261e2a2a0620
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_98.png,nya_98.png,nya,Tulu-Dtatset-V2,.png,4f198cf2ce936020f3c441b744ea07cea82dbda6ec86a416774a133d91f75bf3,ad39c4ce1b656538,02a00e0b2b060400
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nya/nya_99.png,nya_99.png,nya,Tulu-Dtatset-V2,.png,0c202f54ecf80a51aff7e701048d9eb1e8295b646f8ffbd2c893677804b3dc41,be3fc1c18c38321f,00503d3c550e1800
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_1.png,nza_1.png,nza,Tulu-Dtatset-V2,.png,724655b3c99ee2f3c0e36ddc2a911dee0c526625eb836a795279ca56ea20e76a,b33bccc4e2c3070f,00585a4a0c0c0008
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_10.png,nza_10.png,nza,Tulu-Dtatset-V2,.png,48a586b33035aecf9dc012057f60358b471ca01aa6565ea52f7784d94e44ec24,b31ccce2e01c3f33,88507a280a080880
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_100.png,nza_100.png,nza,Tulu-Dtatset-V2,.png,9101db910df5102437570558368e45c20bee753725f62c490c15cd193d92a155,a6f889e6263938e6,0cc0bc95cdc5c4d0
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_11.png,nza_11.png,nza,Tulu-Dtatset-V2,.png,8824bfc0717ce65d5293772249e16fff41a28869ee840630164b8fe720a962be,b31ccce3e01c3f31,82407a280a080800
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_12.png,nza_12.png,nza,Tulu-Dtatset-V2,.png,279d9024761f3b07440bcf48eaf734b489e4b302096a2b18faf30a3a4eb71b9e,b699c3661832e3cd,08200c34240d2508
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_13.png,nza_13.png,nza,Tulu-Dtatset-V2,.png,58642f448f8768ef040b8267db90d7e5911b68cabee5efd52bd89dff444ef5d0,a699d3e28d3e32e0,24080d76460d0c28
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_14.png,nza_14.png,nza,Tulu-Dtatset-V2,.png,df2debef7c1c43fa6812749b3417fc2c3781c2bfc6f8218053f9d7885903856f,ed3b92c49b1a6163,70049a3226062400
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_15.png,nza_15.png,nza,Tulu-Dtatset-V2,.png,39ad06cc617e8a5830376f3b039c7f484f6128a891e04adff7889625595c3ee9,b699c9663819e3c6,5010003a2d0d2408
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_16.png,nza_16.png,nza,Tulu-Dtatset-V2,.png,08b2a0581b886fa2e08eb1024b0a643f52fd91e60d825442015fa0fda677b2ce,9c1fe7f03c03033e,840074b434900184
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_17.png,nza_17.png,nza,Tulu-Dtatset-V2,.png,3609bd7940238c7837ac767900fec58975a7e574af85fa88146b60e1e2c1c180,b33bccc0e10f0e3e,00187a5a0a480008
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_18.png,nza_18.png,nza,Tulu-Dtatset-V2,.png,b99b23ff593bdafa2f474298f6c241b2e02cdccf07f81ed3644dd0534e545f66,bc0fc3f01c0f1c7c,0000347432b03002
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_19.png,nza_19.png,nza,Tulu-Dtatset-V2,.png,b4a34859cf11005992d547ed4ad3730e328de44d9c17f424351f728b0394e3fc,b31ccc633f1ee0c1,2641183a5a0a4810
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_2.png,nza_2.png,nza,Tulu-Dtatset-V2,.png,ced5374ace6649873e6ba225850fd9d2f8a60d524fae5b47f2e3325d13168aa6,e43199c6c6cfcd24,009eae0625058884
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_20.png,nza_20.png,nza,Tulu-Dtatset-V2,.png,2478c7201b859f6a0be587ab7ac3ec753d8531dd00907c21c84f41851b40b679,9c0fe3f83c01193f,804074b439b04001
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_21.png,nza_21.png,nza,Tulu-Dtatset-V2,.png,9c2ef5338d6a94369355cf8dab3635cccebb5df1a15221cdace35fd33a7630ba,b807c7f01c073cfc,0400303435141001
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_22.png,nza_22.png,nza,Tulu-Dtatset-V2,.png,024753e83763e89e72d05cd79f8a20197bbb8d0502ada172e9afcfdffa3980e3,b90ec6733c1ee1c1,1e4010381c9ac980
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_23.png,nza_23.png,nza,Tulu-Dtatset-V2,.png,f9d1a2abf02bee888e00d4304991d5d74e9f0cfce59e79485edbf342ac6a24b2,b139ccc4e3391e1e,48183a5a0a809010
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_24.png,nza_24.png,nza,Tulu-Dtatset-V2,.png,ae95623dd3e873a939240c1bb7ebbe07c87aa3b6dffb4b7cba1c7cd81e4c44a9,b80ec7713c1ff0e0,28c0303014148080
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_25.png,nza_25.png,nza,Tulu-Dtatset-V2,.png,bcef08fff20f6f5be639579a8175d683ff2d812f71a621a0c49b1eac20accd07,b938c6c3e1c08f1f,8030389418988080
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_26.png,nza_26.png,nza,Tulu-Dtatset-V2,.png,5177f57d38b8b06b83497e819e75888e97de5265513ebed1508ec76cb3c6d0ef,b93cc6c1311e3f38,40a03a5a984a0000
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_27.png,nza_27.png,nza,Tulu-Dtatset-V2,.png,462af6248bcc648aafa8086162f2a3ea291661cd73110f77a6f6789a69b7eca8,b939cec6c0e0c6c7,301a1a9458219144
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_28.png,nza_28.png,nza,Tulu-Dtatset-V2,.png,cbc9ae42039e440c6fd9592a41457122ab126e8105d1dc85feeb3408b1ebf5e6,b33cccc3333c34e1,0e001a3a5a8c9088
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_29.png,nza_29.png,nza,Tulu-Dtatset-V2,.png,af8fc693216b9904c6829312b8055983acd531078d89dd7f9cd297009e802a61,b91cc6e3383e31e1,0c80983a19988881
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_3.png,nza_3.png,nza,Tulu-Dtatset-V2,.png,36631c6aed8f7e33f9220d1e2aa3f5fc2df254bdf96f0268d43c41eafb6cbef6,b93cc6c0711f1f38,0030381d9c582110
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_30.png,nza_30.png,nza,Tulu-Dtatset-V2,.png,063d1c2ff617ab8c88de329796d506851f473393582fe4fca3087696d1c8e72a,bc1cc7c3e0f80717,00347432b4100248
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_31.png,nza_31.png,nza,Tulu-Dtatset-V2,.png,6f67de9654642d59b50c3f10f46c90422684ebb34d2fba551d008686d0b299d8,b81ec7e0381f3c78,00803470b2941002
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_32.png,nza_32.png,nza,Tulu-Dtatset-V2,.png,a0cac3b335e0d5302fd9cf13509a76a2089c5ffaac65134d23e7558130f8ac89,b98ee7301e0ff8c0,7c803075b41c5820
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_33.png,nza_33.png,nza,Tulu-Dtatset-V2,.png,3ca2c3dfd9c1f2301b196da4ad064781e723eeb544b6f90c5831585f8376f065,b339ccc6c7131c3c,809a3a8a8cc0c090
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_34.png,nza_34.png,nza,Tulu-Dtatset-V2,.png,8fb218e1b3db28caf520f4727c0752d841e7ea662a43dc073de86b33a8366858,b93cc6e3391e3071,3a00183a1a0a8880
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_35.png,nza_35.png,nza,Tulu-Dtatset-V2,.png,ec1faca0871a4a1cc45a6daa60b24261e9e075e45036ab6d74930ecc918ac317,bc1cc7c0701f1f3c,80303434b2100002
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_36.png,nza_36.png,nza,Tulu-Dtatset-V2,.png,62f0fc503184cdc785e05f18799cfe1726b2138be83a12045d063339532d53f1,b83fc7c2f0e0031f,00305834b5100280
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_37.png,nza_37.png,nza,Tulu-Dtatset-V2,.png,6b13e0aedd3307775b3b89ca36d0338dee9c5ce22474de39bf7b825f0999a1ae,9c1ee3e3f8fc0301,0070b43ab0422041
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_38.png,nza_38.png,nza,Tulu-Dtatset-V2,.png,76b036db15e365f4d8de9f5e37725630d132a2cfffcf154179922289db6d1e9b,b93ec6c0301f3f38,00203a5a94582010
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_39.png,nza_39.png,nza,Tulu-Dtatset-V2,.png,156dd32fe63378d01e324cca0678ecf96593a0a31c9d844dd15ec0f91789e4ec,b83cc7c3e0e0c787,003434b414020041
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_4.png,nza_4.png,nza,Tulu-Dtatset-V2,.png,2fbce4e96ab58ffc1f0eff278a78c603ab38caa39ac6709e3d174da99cb69adf,a63899c6c7cd3c32,821c36264d8d9488
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/nza/nza_40.png,nza_40.png,nza,Tulu-Dtatset-V2,.png,dae38027bc770cd84d2d752ade6ee15defc939ff2b03a06944678414cd886262,b331cccee7313c30,c0d89889cac0c010
